grdc_id,drain_area_km2,maxz_m,k,mean_runoff_mm_day,cluster_num,total_flow_m,event_flow,seasonal_flow_m,annual_flow_m,event_frac,seasonal_frac,annual_frac,DJF_mean_runoff_mm_day,DJF_mean_TRMMrainfall_mm_day,MAM_mean_runoff_mm_day,MAM_mean_TRMMrainfall_mm_day,JJA_mean_runoff_mm_day,JJA_mean_TRMMrainfall_mm_day,SON_mean_runoff_mm_day,SON_mean_TRMMrainfall_mm_day,dist_from_sw_km
6688800,855,3371.48901367188,9.04606957029827,2.6501689052862,1,9.67841684210521,3.47509894736839,3.36545684210526,2.83786105263157,0.35905654861343,0.347728032074843,0.293215419311728,1.27805811646634,4.50007844167682,3.80419221967964,2.27160302658339,3.89338215102975,4.23118235271364,1.58663736263737,3.22980786865451,294.699537863634
6690100,2549,3160.79760742188,2.96563095144424,0.764610394214245,2,2.79235715967042,1.31948968222829,0.912335190270704,0.560532287171426,0.472536143042687,0.326725822701844,0.200738034255469,0.217465742402351,3.31037713893999,1.96930015180719,0.8661199399338,0.622979855697887,1.53570783994761,0.232203794636122,1.64481964713926,NaN
6983400,328,618.387939453125,2.13220172317988,0.576601536181104,2,2.0872975609756,1.57969756097559,0.507600000000004,0,0.756814740030284,0.243185259969716,0,1.40409929154724,3.21593037847339,0.816585365853663,1.91311367222148,0.0457357276869473,2.01076128827101,0.031443638760712,2.3659182579953,1.20229858364007
6983500,201,847.001708984375,1.91491539396285,0.510477186902287,2,1.86426268656715,1.84277014925372,0.0214925373134328,0,0.988471293520867,0.0115287064791331,0,1.37866763742264,3.57885131242163,0.58123296560675,2.16145971783072,0.0341077222582738,2.25539641648065,0.0599901590946367,2.84738406042753,19.9378593561344
6983600,765,964.72314453125,2.74728487563671,1.89476451259587,2,6.9196800000001,5.91890823529424,1.00031999999998,0.000451764705882353,0.855373114839725,0.144561598224191,6.52869360840886e-05,4.44990739533063,4.02052708549715,2.23328900255754,2.6105519730413,0.228705882352943,2.74734319675165,0.704206851971555,3.84511376989335,17.6492868124982
6983700,765,2348.04833984375,2.86460221660246,1.04486054921055,2,3.43341176470588,1.98765176470589,1.04617411764704,0.399585882352956,0.578914473684212,0.304703947368416,0.116381578947373,1.05058968593603,4.08955294168431,1.63751065643649,3.5741764288319,0.975004262574594,3.16440887888802,0.51064856711916,4.47387129764882,40.0823940963806
6983750,504,3721.56225585938,6.41148244398832,4.5997965889532,3,16.7984571428571,6.13422857142847,8.72640000000009,1.93782857142853,0.365166188731613,0.519476278433741,0.115357532834646,0.920240734874878,3.7753530743487,3.2023602484472,5.01067606990649,10.9712422360248,4.40026888660745,3.21833594976451,5.36605316094181,9.64835555600577
6983800,3800,5277.42626953125,6.27804736542326,1.71582221709806,1,6.26618273684212,2.27982315789472,3.09462063157899,0.891738947368402,0.363829663710646,0.493860578527996,0.142309757761358,0.386072587233049,3.31113086475633,1.31458489702517,4.63523369964627,4.03704988558353,4.33832405147993,1.09279259687681,4.70035342647935,30.2340093181736
6984100,4540,677.838439941406,1.82460148132136,0.0991433078379785,2,0.325884052863435,0.150172334801762,0.107391013215856,0.0683207048458168,0.460815230086431,0.329537491240356,0.209647278673213,0.0582643605824524,1.39492245853418,0.106370427121241,2.07993315235909,0.142432484198429,2.35400553225741,0.0886014426102529,1.64260245923346,204.550724477688
6984300,3630,2167.26220703125,2.48958518438124,0.204598631724775,2,0.672515702479335,0.219118016528904,0.202337851239676,0.251059834710755,0.325818439214268,0.300867103167593,0.373314457618139,0.15491593046452,1.66651612566662,0.228789076536114,2.49817557448578,0.276651095939634,2.63429050155929,0.156556171101626,2.06023962103404,NaN
6984500,1490,4967.37646484375,7.34786772672795,1.82755626701078,1,6.00717744966442,1.77775248322151,2.970246442953,1.25917852348991,0.295938067106844,0.494449592648363,0.209612340244793,0.517880120342514,2.39548091796397,1.23886781441494,3.94117882979161,4.13007295010212,3.70718107363974,1.39337709270595,3.0230151674186,4.65763322537125
6984700,1850,4033.55151367188,8.66430000722766,0.628035553655263,1,2.06435286486485,0.737155459459456,1.07565664864864,0.251540756756754,0.357087914574002,0.521062395366725,0.121849690059273,0.129237651444548,1.16755347775801,0.431605170387778,2.95322517991113,1.49239952996475,2.99834511601234,0.447296703296703,2.34456577749172,19.9707523229286
6984800,481,3810.88427734375,9.5054682765326,1.5777231163906,1,5.1859758835759,1.65291642411642,2.52751434511438,1.0055451143451,0.318728135499288,0.487374874441487,0.193896990059225,0.465434286123942,1.31732382219278,1.45479526349092,3.36061653163705,3.34238452499322,2.60488877739549,1.02073062073062,2.90123876279887,11.6692819512034
6985050,255,1797.123046875,2.9112304209365,4.73044778042652,3,17.2755952941177,11.6185976470587,4.82349176470601,0.833505882352934,0.672543981799275,0.279208425677141,0.048247592523584,7.74786487544021,5.11519133440356,6.24576982097186,3.55629592086062,1.7482557544757,3.18824209781666,3.22254686489982,5.52725499019636,10.4891990717143
6985100,423,2542.87109375,3.23653977620247,5.99227259217816,3,21.8777872340425,10.7836595744679,7.85606808510634,3.23805957446817,0.492904490710481,0.359088787228083,0.148006722061437,7.47683162711704,5.17206143541971,8.81517113783535,4.25365826955698,3.63992313569329,3.42154899284497,4.04245966799158,5.90174359399293,7.37669832918064
6985150,238,2154.6865234375,2.42172560112366,5.65820317173971,3,20.6637579831934,12.9008268907566,5.62652773109236,2.13640336134448,0.624321427944001,0.272289664622893,0.103388907433106,7.05645344612346,5.59593284517571,8.18464011691635,3.96038032549006,3.02336865180856,3.29847887464427,4.381833964355,6.061895824917,15.2450191235533
6985200,1410,3292.75439453125,5.24892851043385,6.40051828202561,3,23.3746927659575,9.4935829787234,8.50280170212777,5.37830808510635,0.40614792561251,0.363761003717281,0.230091070670209,3.3184469500401,5.91691185198876,9.69682146160961,5.57843000761758,8.70047733580018,3.8526465729813,3.79773486088379,6.70347802403596,10.7387154753361
6985300,310,3037.60302734375,3.35458779374998,5.52985337243399,3,20.1950245161289,9.33621677419367,5.91617032258025,4.94263741935501,0.462302819525533,0.292951876233438,0.244745304241029,2.86249052285247,4.47047825692275,7.2085834502104,4.86005957743214,7.54909396914447,4.89658930253632,4.43515916341723,6.4257324470729,67.3650302960303
6985350,1100,2795.07739257812,3.39461371695373,4.53382774071493,3,16.5575389090909,6.26619927272724,3.51310254545462,6.77823709090905,0.37844991982998,0.212175406305448,0.409374673864572,4.42702035879863,4.01515380093857,5.22241897233201,3.82727798995177,4.23120948616601,3.40287788470387,4.24948171828171,4.6999725975086,140.587117543895
6985360,469,2714.25317382812,2.66877839997707,4.69757051588509,3,15.4409142857143,7.41566226012792,2.75393091684439,5.27132110874197,0.48026056766527,0.17835284011597,0.34138659221876,4.47078050983646,4.09654144239566,5.48282191526839,3.79297073541832,4.26313154723278,3.42016045465214,4.56775463342628,5.14972927110237,148.21737123338
6990100,461,3354.71997070312,3.61308354390829,1.44628492277138,2,5.28183253796107,2.28482082429503,2.00406767895886,0.99294403470719,0.432581080122057,0.379426584344622,0.187992335533321,0.484545791227983,2.53516128091627,2.17100066019051,4.10059068651943,2.31237951523154,3.65178332028344,0.791277442730807,3.11236514198572,34.3279610123244
6990150,107,3686.30029296875,3.65873337394948,4.41790543652949,3,16.1341906542057,1.87576822429926,4.12701308411262,10.1314093457938,0.116260447425065,0.255793003353213,0.627946549221721,3.17440371345093,2.59705012650157,4.34194229987811,4.83493227898751,6.01745631856969,4.48081950127431,4.1101448084626,3.82421807589439,17.2211182752308
6990300,1070,3046.07788085938,3.49357217755667,0.606315013665542,2,1.10713121495328,0.463895327102788,0.408825420560774,0.234410467289717,0.419006637006765,0.369265553205477,0.211727809787758,0.261758501357314,1.55849882257181,1.23421048354328,3.34184862054358,0.650369768386835,2.06802357565966,0.268508164732462,1.43467197839457,201.43480374942
6990500,332,3333.62133789062,4.38728233977375,1.10970675153448,1,3.6464963855423,1.38968674698802,1.40165783132533,0.855151807228963,0.381101912646306,0.384384813017406,0.234513274336288,0.376402775095455,0.867073394305477,1.6076479832373,2.34951322903161,1.77139863803039,1.58857108323508,0.663471468290751,1.48676971271287,NaN
